ORDERID,CUSTOMERID,SALES_EMP_SSN,ORDER_SHIP_METHOD
678,678,266957229,UPS
679,679,267062744,UPS
680,680,267117505,UPS
681,681,267662373,UPS
682,682,26787274,UPS
683,683,267974386,UPS
684,684,268225347,UPS
685,685,268386677,UPS
686,686,268403595,UPS
687,687,268629395,UPS
688,688,268649516,UPS
689,689,26885931,UPS
690,690,269232644,UPS
691,691,269728027,UPS
692,692,269741591,UPS
693,693,27040574,UPS
694,694,270491004,UPS
695,695,270507654,UPS
696,696,270822780,UPS
697,697,271085095,UPS
698,698,271463525,UPS
699,699,27155414,UPS
700,700,271569088,UPS
701,701,271603452,UPS
702,702,272356287,UPS
703,703,272499427,UPS
704,704,273414701,UPS
705,705,273424934,UPS
706,706,273594651,UPS
707,707,273895138,UPS
708,708,27434928,UPS
709,709,27442454,UPS
710,710,274765477,UPS
711,711,275020119,UPS
712,712,275475558,UPS
713,713,275533677,UPS
714,714,275702418,UPS
715,715,275726536,UPS
716,716,275754197,UPS
717,717,276184392,UPS
718,718,276735899,UPS
719,719,276805636,UPS
720,720,276915621,UPS
721,721,277168430,UPS
722,722,277628875,UPS
723,723,277723304,UPS
724,724,278071191,UPS
725,725,27850985,UPS
726,726,278853352,UPS
727,727,279253170,UPS
728,728,279444258,UPS
729,729,27946666,UPS
730,730,27958194,UPS
731,731,279594819,UPS
732,732,27959503,UPS
733,733,279914818,UPS
734,734,280028376,UPS
735,735,280157624,UPS
736,736,280282579,UPS
737,737,280505400,UPS
738,738,28060948,UPS
739,739,280676479,UPS
740,740,280821335,UPS
741,741,280879136,UPS
742,742,281271843,UPS
743,743,281272771,UPS
744,744,281364791,UPS
745,745,281504065,UPS
746,746,282062135,UPS
747,747,282117033,UPS
748,748,282140282,UPS
749,749,282350968,UPS
750,750,282790671,UPS
751,751,283169968,UPS
752,752,283214570,UPS
753,753,28330614,UPS
754,754,283437191,UPS
755,755,283652158,UPS
756,756,283973189,UPS
757,757,284120387,UPS
758,758,284610429,UPS
759,759,284639360,UPS
760,760,284724049,UPS
761,761,28481159,UPS
762,762,284821750,UPS
763,763,284912218,UPS
764,764,285068045,UPS
765,765,28545767,UPS
766,766,285639476,UPS
767,767,285867109,UPS
768,768,285890214,UPS
769,769,286311856,UPS
770,770,286798894,UPS
771,771,287323681,UPS
772,772,288803352,UPS
773,773,289016986,UPS
774,774,289508883,UPS
775,775,289767897,UPS
776,776,289868635,UPS
777,777,289893604,UPS
778,778,290035772,UPS
779,779,290090131,UPS
780,780,290378535,UPS
781,781,290492896,UPS
782,782,291102389,UPS
783,783,291138205,GOD
784,784,291150179,GOD
785,785,291254535,GOD
786,786,292186214,GOD
787,787,292339848,GOD
788,788,292514118,GOD
789,789,293436951,GOD
790,790,293619714,GOD
791,791,2937039,GOD
792,792,29382029,GOD
793,793,293831016,GOD
794,794,294547740,GOD
795,795,295074374,GOD
796,796,295143095,GOD
797,797,29527824,GOD
798,798,295507140,GOD
799,799,295732714,GOD
800,800,295784443,GOD
801,801,29583885,GOD
802,802,296165478,GOD
803,803,296195370,GOD
804,804,296460294,GOD
805,805,296464733,GOD
806,806,296534845,GOD
807,807,297078441,GOD
808,808,297628244,GOD
809,809,297672369,GOD
810,810,297874146,GOD
811,811,298063139,GOD
812,812,298248168,GOD
813,813,298882962,GOD
814,814,299406273,GOD
815,815,299637313,GOD
816,816,300390804,GOD
817,817,301623274,GOD
818,818,301685572,GOD
819,819,30171914,GOD
820,820,302152186,GOD
821,821,302155790,GOD
822,822,302340178,GOD
823,823,302513078,GOD
824,824,30263784,GOD
825,825,30297345,GOD
826,826,303051589,GOD
827,827,303322659,GOD
828,828,30341181,GOD
829,829,303979676,GOD
830,830,304592553,GOD
831,831,304648644,GOD
832,832,304820635,GOD
833,833,30484613,GOD
834,834,304862716,GOD
835,835,306044174,GOD
836,836,306355632,GOD
837,837,30646706,GOD
838,838,306521814,GOD
839,839,307487653,GOD
840,840,307784811,GOD
841,841,308015694,GOD
842,842,308174563,GOD
843,843,308577061,GOD
844,844,308730153,GOD
845,845,309172632,GOD
846,846,309587521,GOD
847,847,309591102,GOD
848,848,310144343,GOD
849,849,310237117,GOD
850,850,310543842,GOD
851,851,310558065,GOD
852,852,310625369,GOD
853,853,31093765,GOD
854,854,31094124,GOD
855,855,311520133,GOD
856,856,311687381,GOD
857,857,311823972,GOD
858,858,312400593,GOD
859,859,31294252,GOD
860,860,313472241,GOD
861,861,313777466,GOD
862,862,313967491,GOD
863,863,314075977,GOD
864,864,314348333,GOD
865,865,314386124,GOD
866,866,314558106,GOD
867,867,314714152,GOD
868,868,314785228,GOD
869,869,315533173,GOD
870,870,31560544,GOD
871,871,316645848,GOD
872,872,316698980,GOD
873,873,317598464,GOD
874,874,317958064,GOD
875,875,318119002,GOD
876,876,318403185,GOD
877,877,31854735,GOD
878,878,320069125,GOD
879,879,320093069,GOD
880,880,320288600,GOD
881,881,320366804,GOD
882,882,320454607,GOD
883,883,320514703,GOD
884,884,32069524,GOD
885,885,320773771,GOD
886,886,320916824,GOD
887,887,320943830,GOD
888,888,321263956,GOD
889,889,321782940,GOD
890,890,321825462,GOD
891,891,321835626,GOD
892,892,322053192,GOD
893,893,323187885,GOD
894,894,323422691,GOD
895,895,323544757,GOD
896,896,32362492,GOD
897,897,32378348,GOD
898,898,323863974,GOD
899,899,324144522,GOD
900,900,324148618,GOD
901,901,324304350,GOD
902,902,324315852,GOD
903,903,324318659,GOD
904,904,324483928,GOD
905,905,324599434,GOD
906,906,32474499,GOD
907,907,324916902,GOD
908,908,324933663,GOD
909,909,325044429,GOD
910,910,325424311,GOD
911,911,32552175,GOD
912,912,325976699,GOD
913,913,326136116,GOD
914,914,326305958,GOD
915,915,326664327,GOD
916,916,326770587,GOD
917,917,326940668,GOD
918,918,327251813,GOD
919,919,327306752,GOD
920,920,327646137,GOD
921,921,327822496,GOD
922,922,327853684,GOD
923,923,328623104,GOD
924,924,328749492,GOD
925,925,329167076,GOD
926,926,329403390,GOD
927,927,329490059,GOD
928,928,329521475,USPS-AIR
929,929,330180340,USPS-AIR
930,930,330526287,USPS-AIR
931,931,330906441,USPS-AIR
932,932,330945289,USPS-AIR
933,933,331159976,USPS-AIR
934,934,331331506,USPS-AIR
935,935,33149844,USPS-AIR
936,936,332548480,USPS-AIR
937,937,332689962,USPS-AIR
938,938,332797381,USPS-AIR
939,939,332904050,USPS-AIR
940,940,332957218,USPS-AIR
941,941,33342857,USPS-AIR
942,942,333692920,USPS-AIR
943,943,333792294,USPS-AIR
944,944,334339260,USPS-AIR
945,945,334759950,USPS-AIR
946,946,334797686,USPS-AIR
947,947,334963308,USPS-AIR
948,948,335259871,USPS-AIR
949,949,335281263,USPS-AIR
950,950,335329434,USPS-AIR
951,951,335938354,USPS-AIR
952,952,336103769,USPS-AIR
953,953,336497828,USPS-AIR
954,954,336823621,USPS-AIR
955,955,336941684,USPS-AIR
956,956,337352251,USPS-AIR
957,957,3374990,USPS-AIR
958,958,337703806,USPS-AIR
959,959,337916954,USPS-AIR
960,960,338130637,USPS-AIR
961,961,338316240,USPS-AIR
962,962,338450431,USPS-AIR
963,963,338453148,USPS-AIR
964,964,338555629,USPS-AIR
965,965,33875081,USPS-AIR
966,966,339053765,USPS-AIR
967,967,339556420,USPS-AIR
968,968,34023657,USPS-AIR
969,969,340321783,USPS-AIR
970,970,340383893,USPS-AIR
971,971,340526768,USPS-AIR
972,972,340627912,USPS-AIR
973,973,340644086,USPS-AIR
974,974,340789902,USPS-AIR
975,975,340898127,USPS-AIR
976,976,341028304,USPS-AIR
977,977,341125894,USPS-AIR
978,978,341382346,USPS-AIR
979,979,341907174,USPS-AIR
980,980,341934857,USPS-AIR
981,981,342045731,USPS-AIR
982,982,342336266,USPS-AIR
983,983,342398505,USPS-AIR
984,984,342462199,USPS-AIR
985,985,342666299,USPS-AIR
986,986,342687694,USPS-AIR
987,987,342835382,USPS-AIR
988,988,342970457,USPS-AIR
989,989,3437169,USPS-AIR
990,990,343856121,USPS-AIR
991,991,343951175,USPS-AIR
992,992,344017496,USPS-AIR
993,993,344046844,USPS-AIR
994,994,344165956,USPS-AIR
995,995,344342948,USPS-AIR
996,996,344681100,USPS-AIR
997,997,345069386,USPS-AIR
998,998,345343288,USPS-AIR
999,999,346252492,USPS-AIR
1000,1000,346378941,USPS-AIR
1001,1001,34646229,USPS-AIR
1002,1002,347101844,USPS-AIR
1003,1003,347230633,USPS-AIR
1004,1004,347339929,USPS-AIR
1005,1005,347883871,USPS-AIR
1006,1006,348732132,USPS-AIR
1007,1007,348889409,USPS-AIR
1008,1008,348929992,USPS-AIR
1009,1009,349122063,USPS-AIR
1010,1010,349222633,USPS-AIR
1011,1011,349500816,USPS-AIR
1012,1012,34997019,USPS-AIR
1013,1013,350355516,USPS-AIR
1014,1014,350773544,USPS-AIR
1015,1015,350814791,USPS-AIR
1016,1016,351489083,USPS-AIR
1017,1017,351526735,USPS-AIR
1018,1018,351710923,USPS-AIR
1019,1019,351756260,USPS-AIR
1020,1020,351842588,USPS-AIR
1021,1021,351998332,USPS-AIR
1022,1022,352065171,USPS-AIR
1023,1023,352381962,USPS-AIR
1024,1024,352514414,USPS-AIR
1025,1025,352535023,USPS-AIR
1026,1026,353164687,USPS-AIR
1027,1027,353318621,USPS-AIR
